# dynamical charge structure factor of generlized Kondo-Heisenberg model
# t=0.5 U=10 Jh=10 L=200 n=1.33 S=1/2
# k, omega, N(k,omega)

0.84 3.15 0.00583387
0.84 3.2 0.00683095
0.84 3.25 0.00661118
0.84 3.3 0.00642103
0.84 3.35 0.00626698
0.84 3.4 0.00735026
0.84 3.45 0.00779959
0.84 3.5 0.00804151
0.84 3.55 0.00805601
0.84 3.6 0.00904674
0.84 3.65 0.00958363
0.84 3.7 0.0110044
0.84 3.75 0.0121845
0.84 3.8 0.0127863
0.84 3.85 0.0118293
0.84 3.9 0.00957489
0.84 3.95 0.00640738
0.84 4 0.00419886
0.84 4.05 0.002809
0.84 4.1 0.00204285
0.84 4.15 0.00156513
0.84 4.2 0.00127684
0.84 4.25 0.00104141
0.84 4.3 0.000877276
0.84 4.35 0.000756716
0.84 4.4 0.000651339
0.84 4.45 0.000593496
0.84 4.5 0.000525851
0.84 4.55 0.000468726
0.84 4.6 0.000426964
0.84 4.65 0.000373869
0.84 4.7 0.000353516
0.84 4.75 0.000324909
0.84 4.8 0.00031168
0.84 4.85 0.000281102
0.84 4.9 0.000267083
0.84 4.95 0.000249409
0.84 5 0.000238407
0.845 0 6.86106e-05
0.845 0.05 7.18311e-05
0.845 0.1 7.45673e-05
0.845 0.15 7.72112e-05
0.845 0.2 8.02571e-05
0.845 0.25 8.50087e-05
0.845 0.3 9.02929e-05
0.845 0.35 9.68028e-05
0.845 0.4 0.000103435
0.845 0.45 0.000112324
0.845 0.5 0.000119585
0.845 0.55 0.000128655
0.845 0.6 0.000144241
0.845 0.65 0.000156884
0.845 0.7 0.000168463
0.845 0.75 0.000190954
0.845 0.8 0.000229484
0.845 0.85 0.000262021
0.845 0.9 0.000328402
0.845 0.95 0.000396299
0.845 1 0.000524033
0.845 1.05 0.000736522
0.845 1.1 0.000990091
0.845 1.15 0.00133222
0.845 1.2 0.00146488
0.845 1.25 0.00158221
0.845 1.3 0.00176158
0.845 1.35 0.00174119
0.845 1.4 0.00185032
0.845 1.45 0.00189199
0.845 1.5 0.00185441
0.845 1.55 0.00185589
0.845 1.6 0.00186476
0.845 1.65 0.00198199
0.845 1.7 0.00199207
0.845 1.75 0.00203417
0.845 1.8 0.00218568
0.845 1.85 0.00195884
0.845 1.9 0.00213695
0.845 1.95 0.00211237
0.845 2 0.00222268
0.845 2.05 0.00219423
0.845 2.1 0.00206868
0.845 2.15 0.00228587
0.845 2.2 0.00223818
0.845 2.25 0.00233044
0.845 2.3 0.00222128
0.845 2.35 0.00235379
0.845 2.4 0.00249261
0.845 2.45 0.00273106
0.845 2.5 0.00281759
0.845 2.55 0.00262569
0.845 2.6 0.00295648
0.845 2.65 0.0032866
0.845 2.7 0.00340824
0.845 2.75 0.00370891
0.845 2.8 0.00436943
0.845 2.85 0.00488442
0.845 2.9 0.00517453
0.845 2.95 0.00553565
0.845 3 0.00539104
0.845 3.05 0.00612189
0.845 3.1 0.00548358
0.845 3.15 0.00581941
0.845 3.2 0.00688027
0.845 3.25 0.00660526
0.845 3.3 0.00637219
0.845 3.35 0.0062316
0.845 3.4 0.00726267
0.845 3.45 0.00774071
0.845 3.5 0.00798991
0.845 3.55 0.0079413
0.845 3.6 0.00892567
0.845 3.65 0.0094998
0.845 3.7 0.0108288
0.845 3.75 0.0119454
0.845 3.8 0.0126352
0.845 3.85 0.0119753
0.845 3.9 0.0100382
0.845 3.95 0.00687058
0.845 4 0.00447722
0.845 4.05 0.00298676
0.845 4.1 0.00213446
0.845 4.15 0.00162342
0.845 4.2 0.00131771
0.845 4.25 0.00107405
0.845 4.3 0.000904612
0.845 4.35 0.000778108
0.845 4.4 0.000665399
0.845 4.45 0.00060447
0.845 4.5 0.000530542
0.845 4.55 0.000480624
0.845 4.6 0.000435286
0.845 4.65 0.0003842
0.845 4.7 0.000354856
0.845 4.75 0.000332075
0.845 4.8 0.000304586
0.845 4.85 0.000284237
0.845 4.9 0.000263046
0.845 4.95 0.000258299
0.845 5 0.00023105
0.85 0 7.05235e-05
0.85 0.05 7.29276e-05
0.85 0.1 7.44364e-05
0.85 0.15 7.615e-05
0.85 0.2 7.86631e-05
0.85 0.25 8.30755e-05
0.85 0.3 8.83939e-05
0.85 0.35 9.30648e-05
0.85 0.4 0.000100481
0.85 0.45 0.000108029
0.85 0.5 0.000115402
0.85 0.55 0.000124467
0.85 0.6 0.000134477
0.85 0.65 0.000147731
0.85 0.7 0.000160941
0.85 0.75 0.000178005
0.85 0.8 0.000210294
0.85 0.85 0.000234688
0.85 0.9 0.000284399
0.85 0.95 0.000338463
0.85 1 0.00044306
0.85 1.05 0.000611188
0.85 1.1 0.000804838
0.85 1.15 0.00114857
0.85 1.2 0.00136413
0.85 1.25 0.00152245
0.85 1.3 0.00173112
0.85 1.35 0.00168785
0.85 1.4 0.00183745
0.85 1.45 0.00186368
0.85 1.5 0.00180978
0.85 1.55 0.00185426
0.85 1.6 0.0018541
0.85 1.65 0.00197181
0.85 1.7 0.00198595
0.85 1.75 0.00202183
0.85 1.8 0.00219646
0.85 1.85 0.00195821
0.85 1.9 0.00211178
0.85 1.95 0.0020685
0.85 2 0.00220232
0.85 2.05 0.00216475
0.85 2.1 0.0021273
0.85 2.15 0.00232504
0.85 2.2 0.00224758
0.85 2.25 0.00231465
0.85 2.3 0.0022552
0.85 2.35 0.00227685
0.85 2.4 0.0025073
0.85 2.45 0.00278187
0.85 2.5 0.00274942
0.85 2.55 0.00262618
0.85 2.6 0.00294232
0.85 2.65 0.00335053
0.85 2.7 0.00347474
0.85 2.75 0.00391447
0.85 2.8 0.0044252
0.85 2.85 0.00476227
0.85 2.9 0.00516484
0.85 2.95 0.00541967
0.85 3 0.00543068
0.85 3.05 0.00597325
0.85 3.1 0.00541918
0.85 3.15 0.00583692
0.85 3.2 0.0068776
0.85 3.25 0.00660293
0.85 3.3 0.0063139
0.85 3.35 0.0061866
0.85 3.4 0.00713366
0.85 3.45 0.00764025
0.85 3.5 0.00793489
0.85 3.55 0.00781838
0.85 3.6 0.0088558
0.85 3.65 0.00944295
0.85 3.7 0.0106741
0.85 3.75 0.0116988
0.85 3.8 0.0124706
0.85 3.85 0.0121497
0.85 3.9 0.010452
0.85 3.95 0.00732457
0.85 4 0.0047901
0.85 4.05 0.0031571
0.85 4.1 0.002229
0.85 4.15 0.00168815
0.85 4.2 0.00135413
0.85 4.25 0.00110555
0.85 4.3 0.000925157
0.85 4.35 0.000803384
0.85 4.4 0.000683246
0.85 4.45 0.000616461
0.85 4.5 0.000542835
0.85 4.55 0.000493461
0.85 4.6 0.000441247
0.85 4.65 0.0003942
0.85 4.7 0.000358178
0.85 4.75 0.000337355
0.85 4.8 0.000307771
0.85 4.85 0.000285921
0.85 4.9 0.000267213
0.85 4.95 0.000258891
0.85 5 0.000230746
0.855 0 6.08275e-05
0.855 0.05 6.48853e-05
0.855 0.1 6.90281e-05
0.855 0.15 7.17658e-05
0.855 0.2 7.53191e-05
0.855 0.25 7.95253e-05
0.855 0.3 8.52232e-05
0.855 0.35 8.97614e-05
0.855 0.4 9.67676e-05
0.855 0.45 0.000104408
0.855 0.5 0.000108327
0.855 0.55 0.000117226
0.855 0.6 0.000124051
0.855 0.65 0.000142241
0.855 0.7 0.000152962
0.855 0.75 0.000168469
0.855 0.8 0.000192369
0.855 0.85 0.000213898
0.855 0.9 0.0002574
0.855 0.95 0.000296082
0.855 1 0.000382082
0.855 1.05 0.000524058
0.855 1.1 0.000646505
0.855 1.15 0.000951589
0.855 1.2 0.0012229
0.855 1.25 0.00145766
0.855 1.3 0.00167872
0.855 1.35 0.00164026
0.855 1.4 0.00182097
0.855 1.45 0.0018345
0.855 1.5 0.00179916
0.855 1.55 0.00187859
0.855 1.6 0.00188063
0.855 1.65 0.00197073
0.855 1.7 0.00197905
0.855 1.75 0.00199393
0.855 1.8 0.00216217
0.855 1.85 0.00196193
0.855 1.9 0.0020853
0.855 1.95 0.00207477
0.855 2 0.00221995
0.855 2.05 0.00216564
0.855 2.1 0.0021294
0.855 2.15 0.00234127
0.855 2.2 0.0022314
0.855 2.25 0.00233164
0.855 2.3 0.0022469
0.855 2.35 0.00224606
0.855 2.4 0.0025665
0.855 2.45 0.00284032
0.855 2.5 0.00274991
0.855 2.55 0.00265181
0.855 2.6 0.00300125
0.855 2.65 0.0034436
0.855 2.7 0.00360637
0.855 2.75 0.00408746
0.855 2.8 0.00440481
0.855 2.85 0.00469068
0.855 2.9 0.00514202
0.855 2.95 0.00540907
0.855 3 0.00525973
0.855 3.05 0.00582706
0.855 3.1 0.00533678
0.855 3.15 0.00578112
0.855 3.2 0.00680158
0.855 3.25 0.00648608
0.855 3.3 0.00627501
0.855 3.35 0.0061755
0.855 3.4 0.00703638
0.855 3.45 0.00757104
0.855 3.5 0.00787373
0.855 3.55 0.00770482
0.855 3.6 0.00869798
0.855 3.65 0.00936776
0.855 3.7 0.0105067
0.855 3.75 0.0114535
0.855 3.8 0.0123233
0.855 3.85 0.0123372
0.855 3.9 0.0108141
0.855 3.95 0.00776141
0.855 4 0.00511047
0.855 4.05 0.00333009
0.855 4.1 0.00232885
0.855 4.15 0.00175838
0.855 4.2 0.0013984
0.855 4.25 0.00114633
0.855 4.3 0.000948229
0.855 4.35 0.000829414
0.855 4.4 0.000704827
0.855 4.45 0.000631206
0.855 4.5 0.000561219
0.855 4.55 0.000498854
0.855 4.6 0.000441311
0.855 4.65 0.000401217
0.855 4.7 0.000362807
0.855 4.75 0.000345201
0.855 4.8 0.000322379
0.855 4.85 0.000287266
0.855 4.9 0.00028017
0.855 4.95 0.000258017
0.855 5 0.000245616
0.86 0 5.63009e-05
0.86 0.05 6.09152e-05
0.86 0.1 6.59861e-05
0.86 0.15 6.92277e-05
0.86 0.2 7.28691e-05
0.86 0.25 7.69383e-05
0.86 0.3 8.20155e-05
0.86 0.35 8.78341e-05
0.86 0.4 9.3528e-05
0.86 0.45 0.000100583
0.86 0.5 0.000103618
0.86 0.55 0.000110644
0.86 0.6 0.000121882
0.86 0.65 0.000136681
0.86 0.7 0.000143083
0.86 0.75 0.000158124
0.86 0.8 0.000179002
0.86 0.85 0.000195938
0.86 0.9 0.000240186
0.86 0.95 0.000272778
0.86 1 0.000333029
0.86 1.05 0.000446877
0.86 1.1 0.000538442
0.86 1.15 0.000768653
0.86 1.2 0.00104935
0.86 1.25 0.00134743
0.86 1.3 0.00158777
0.86 1.35 0.00160391
0.86 1.4 0.00179782
0.86 1.45 0.00179872
0.86 1.5 0.00180359
0.86 1.55 0.00188365
0.86 1.6 0.00188723
0.86 1.65 0.00197163
0.86 1.7 0.00197862
0.86 1.75 0.001978
0.86 1.8 0.00211004
0.86 1.85 0.00197706
0.86 1.9 0.00209521
0.86 1.95 0.0020994
0.86 2 0.00225235
0.86 2.05 0.00219404
0.86 2.1 0.00209203
0.86 2.15 0.00232057
0.86 2.2 0.0022182
0.86 2.25 0.00232711
0.86 2.3 0.00222549
0.86 2.35 0.00226105
0.86 2.4 0.00259479
0.86 2.45 0.00285124
0.86 2.5 0.00283587
0.86 2.55 0.00269705
0.86 2.6 0.00312565
0.86 2.65 0.00354668
0.86 2.7 0.00378521
0.86 2.75 0.00419373
0.86 2.8 0.00436418
0.86 2.85 0.00473434
0.86 2.9 0.0050974
0.86 2.95 0.00558148
0.86 3 0.00512106
0.86 3.05 0.00572288
0.86 3.1 0.0052547
0.86 3.15 0.00569226
0.86 3.2 0.00674166
0.86 3.25 0.00632087
0.86 3.3 0.00625572
0.86 3.35 0.00618748
0.86 3.4 0.00700999
0.86 3.45 0.00753675
0.86 3.5 0.00781641
0.86 3.55 0.00761778
0.86 3.6 0.00849489
0.86 3.65 0.00926272
0.86 3.7 0.0103222
0.86 3.75 0.0112535
0.86 3.8 0.0121806
0.86 3.85 0.01243
0.86 3.9 0.011156
0.86 3.95 0.00820061
0.86 4 0.00541402
0.86 4.05 0.00352284
0.86 4.1 0.00243455
0.86 4.15 0.00182906
0.86 4.2 0.00145312
0.86 4.25 0.00118842
0.86 4.3 0.000977542
0.86 4.35 0.000854146
0.86 4.4 0.000724241
0.86 4.45 0.000643821
0.86 4.5 0.000573287
0.86 4.55 0.000497441
0.86 4.6 0.000439236
0.86 4.65 0.000410306
0.86 4.7 0.000367047
0.86 4.75 0.00035543
0.86 4.8 0.000328939
0.86 4.85 0.00029069
0.86 4.9 0.000285199
0.86 4.95 0.000262324
0.86 5 0.000256488
0.865 0 6.27555e-05
0.865 0.05 6.56364e-05
0.865 0.1 6.8072e-05
0.865 0.15 7.00041e-05
0.865 0.2 7.24027e-05
0.865 0.25 7.61161e-05
0.865 0.3 8.02569e-05
0.865 0.35 8.62088e-05
0.865 0.4 9.12766e-05
0.865 0.45 9.68462e-05
0.865 0.5 0.000102337
0.865 0.55 0.000108017
0.865 0.6 0.000122344
0.865 0.65 0.000129379
0.865 0.7 0.000135266
0.865 0.75 0.000147035
0.865 0.8 0.000170749
0.865 0.85 0.00018046
0.865 0.9 0.00021839
0.865 0.95 0.000250862
0.865 1 0.000293234
0.865 1.05 0.000374628
0.865 1.1 0.000466711
0.865 1.15 0.000620631
0.865 1.2 0.000867124
0.865 1.25 0.00117466
0.865 1.3 0.00146224
0.865 1.35 0.00154979
0.865 1.4 0.00175542
0.865 1.45 0.00176607
0.865 1.5 0.0017922
0.865 1.55 0.00185598
0.865 1.6 0.0018557
0.865 1.65 0.00194628
0.865 1.7 0.00197079
0.865 1.75 0.00198803
0.865 1.8 0.00209854
0.865 1.85 0.00199285
0.865 1.9 0.00212464
0.865 1.95 0.00208445
0.865 2 0.00225271
0.865 2.05 0.00220212
0.865 2.1 0.00211325
0.865 2.15 0.0023124
0.865 2.2 0.00225519
0.865 2.25 0.00227764
0.865 2.3 0.00227689
0.865 2.35 0.0022715
0.865 2.4 0.00260637
0.865 2.45 0.00283741
0.865 2.5 0.00286912
0.865 2.55 0.00273055
0.865 2.6 0.0032123
0.865 2.65 0.00361306
0.865 2.7 0.00389569
0.865 2.75 0.00430473
0.865 2.8 0.00436121
0.865 2.85 0.00478981
0.865 2.9 0.00497677
0.865 2.95 0.00566638
0.865 3 0.00520572
0.865 3.05 0.00562148
0.865 3.1 0.00519234
0.865 3.15 0.00568694
0.865 3.2 0.00673967
0.865 3.25 0.00624216
0.865 3.3 0.00623565
0.865 3.35 0.0061728
0.865 3.4 0.00700806
0.865 3.45 0.00747067
0.865 3.5 0.00776857
0.865 3.55 0.00755603
0.865 3.6 0.00839029
0.865 3.65 0.00916809
0.865 3.7 0.0101505
0.865 3.75 0.0110973
0.865 3.8 0.0120095
0.865 3.85 0.0124161
0.865 3.9 0.0114849
0.865 3.95 0.00864699
0.865 4 0.00571593
0.865 4.05 0.00372255
0.865 4.1 0.00254461
0.865 4.15 0.0019
0.865 4.2 0.00150719
0.865 4.25 0.00121982
0.865 4.3 0.00100616
0.865 4.35 0.00087706
0.865 4.4 0.000739402
0.865 4.45 0.000650879
0.865 4.5 0.000575777
0.865 4.55 0.000498707
0.865 4.6 0.000443061
0.865 4.65 0.000423098
0.865 4.7 0.000370627
0.865 4.75 0.000361239
0.865 4.8 0.000319105
0.865 4.85 0.000294072
0.865 4.9 0.000277628
0.865 4.95 0.000265783
0.865 5 0.000249804
0.87 0 6.48512e-05
0.87 0.05 6.69885e-05
0.87 0.1 6.82692e-05
0.87 0.15 6.93917e-05
0.87 0.2 7.13928e-05
0.87 0.25 7.47765e-05
0.87 0.3 7.90294e-05
0.87 0.35 8.35362e-05
0.87 0.4 8.90407e-05
0.87 0.45 9.42462e-05
0.87 0.5 9.97049e-05
0.87 0.55 0.000106656
0.87 0.6 0.000115653
0.87 0.65 0.000123148
0.87 0.7 0.0001319
0.87 0.75 0.000139572
0.87 0.8 0.000163496
0.87 0.85 0.00016918
0.87 0.9 0.000193461
0.87 0.95 0.000220663
0.87 1 0.000265851
0.87 1.05 0.000320287
0.87 1.1 0.000406249
0.87 1.15 0.000514691
0.87 1.2 0.000705488
0.87 1.25 0.000970696
0.87 1.3 0.00130729
0.87 1.35 0.00145871
0.87 1.4 0.00169099
0.87 1.45 0.0017467
0.87 1.5 0.00177141
0.87 1.55 0.00184194
0.87 1.6 0.00182698
0.87 1.65 0.00188959
0.87 1.7 0.00194733
0.87 1.75 0.00199922
0.87 1.8 0.00211304
0.87 1.85 0.00200231
0.87 1.9 0.00212138
0.87 1.95 0.00205356
0.87 2 0.002227
0.87 2.05 0.002177
0.87 2.1 0.00217525
0.87 2.15 0.00233782
0.87 2.2 0.0023183
0.87 2.25 0.00223896
0.87 2.3 0.00235843
0.87 2.35 0.00226223
0.87 2.4 0.00265992
0.87 2.45 0.00284387
0.87 2.5 0.00282907
0.87 2.55 0.00276616
0.87 2.6 0.00325744
0.87 2.65 0.003661
0.87 2.7 0.00393459
0.87 2.75 0.00441486
0.87 2.8 0.00438944
0.87 2.85 0.00475969
0.87 2.9 0.00487384
0.87 2.95 0.00555857
0.87 3 0.00529194
0.87 3.05 0.00548607
0.87 3.1 0.00514855
0.87 3.15 0.00572221
0.87 3.2 0.00671559
0.87 3.25 0.00621133
0.87 3.3 0.00621492
0.87 3.35 0.00614365
0.87 3.4 0.00699491
0.87 3.45 0.00737599
0.87 3.5 0.00772569
0.87 3.55 0.00750088
0.87 3.6 0.00836086
0.87 3.65 0.00909919
0.87 3.7 0.010015
0.87 3.75 0.0109246
0.87 3.8 0.0118109
0.87 3.85 0.0123857
0.87 3.9 0.0117818
0.87 3.95 0.00907324
0.87 4 0.00604881
0.87 4.05 0.00390492
0.87 4.1 0.00265765
0.87 4.15 0.0019757
0.87 4.2 0.00155213
0.87 4.25 0.00124827
0.87 4.3 0.0010304
0.87 4.35 0.000896727
0.87 4.4 0.00075551
0.87 4.45 0.000656817
0.87 4.5 0.000579545
0.87 4.55 0.000507605
0.87 4.6 0.00045392
0.87 4.65 0.000431261
0.87 4.7 0.000375032
0.87 4.75 0.000360681
0.87 4.8 0.000308345
0.87 4.85 0.000294764
0.87 4.9 0.00027482
0.87 4.95 0.000264349
0.87 5 0.000239865
0.875 0 5.69182e-05
0.875 0.05 6.04547e-05
0.875 0.1 6.38947e-05
0.875 0.15 6.59311e-05
0.875 0.2 6.87289e-05
0.875 0.25 7.21015e-05
0.875 0.3 7.69285e-05
0.875 0.35 8.05634e-05
0.875 0.4 8.63687e-05
0.875 0.45 9.25142e-05
0.875 0.5 9.46034e-05
0.875 0.55 0.00010296
0.875 0.6 0.000106205
0.875 0.65 0.000119947
0.875 0.7 0.000129419
0.875 0.75 0.000136315
0.875 0.8 0.00015442
0.875 0.85 0.000159638
0.875 0.9 0.000176984
0.875 0.95 0.000197451
0.875 1 0.000247485
0.875 1.05 0.000284272
0.875 1.1 0.000354226
0.875 1.15 0.000440379
0.875 1.2 0.000586238
0.875 1.25 0.00078349
0.875 1.3 0.00112213
0.875 1.35 0.00134151
0.875 1.4 0.00161261
0.875 1.45 0.00172351
0.875 1.5 0.00175999
0.875 1.55 0.00186915
0.875 1.6 0.00182326
0.875 1.65 0.00182869
0.875 1.7 0.00192009
0.875 1.75 0.00199166
0.875 1.8 0.00209532
0.875 1.85 0.00201315
0.875 1.9 0.00208251
0.875 1.95 0.00205962
0.875 2 0.00221612
0.875 2.05 0.00215459
0.875 2.1 0.0021768
0.875 2.15 0.00235191
0.875 2.2 0.00234315
0.875 2.25 0.00224403
0.875 2.3 0.00235625
0.875 2.35 0.00226611
0.875 2.4 0.0027299
0.875 2.45 0.00285917
0.875 2.5 0.00285245
0.875 2.55 0.00283976
0.875 2.6 0.00335923
0.875 2.65 0.00374322
0.875 2.7 0.00401757
0.875 2.75 0.00443539
0.875 2.8 0.00444415
0.875 2.85 0.00469672
0.875 2.9 0.00492519
0.875 2.95 0.0054996
0.875 3 0.0051591
0.875 3.05 0.00535269
0.875 3.1 0.00509667
0.875 3.15 0.00566802
0.875 3.2 0.00662258
0.875 3.25 0.00608779
0.875 3.3 0.00621322
0.875 3.35 0.00616188
0.875 3.4 0.00699933
0.875 3.45 0.00733651
0.875 3.5 0.00768876
0.875 3.55 0.00744217
0.875 3.6 0.00827503
0.875 3.65 0.00901739
0.875 3.7 0.00990268
0.875 3.75 0.0107064
0.875 3.8 0.0116216
0.875 3.85 0.0123545
0.875 3.9 0.0120398
0.875 3.95 0.00946066
0.875 4 0.00641057
0.875 4.05 0.00407995
0.875 4.1 0.00277412
0.875 4.15 0.00205557
0.875 4.2 0.00159326
0.875 4.25 0.00128819
0.875 4.3 0.00105676
0.875 4.35 0.00091231
0.875 4.4 0.000776557
0.875 4.45 0.000668515
0.875 4.5 0.000592065
0.875 4.55 0.000519576
0.875 4.6 0.000465056
0.875 4.65 0.000430436
0.875 4.7 0.000380945
0.875 4.75 0.000360973
0.875 4.8 0.000311569
0.875 4.85 0.000294598
0.875 4.9 0.000285226
0.875 4.95 0.000265611
0.875 5 0.000243064
0.88 0 5.28964e-05
0.88 0.05 5.69718e-05
0.88 0.1 6.13346e-05
0.88 0.15 6.38767e-05
0.88 0.2 6.67398e-05
0.88 0.25 7.00733e-05
0.88 0.3 7.45091e-05
0.88 0.35 7.87423e-05
0.88 0.4 8.3957e-05
0.88 0.45 9.04425e-05
0.88 0.5 9.15119e-05
0.88 0.55 9.84157e-05
0.88 0.6 0.000103927
0.88 0.65 0.000117267
0.88 0.7 0.000123801
0.88 0.75 0.000132073
0.88 0.8 0.000145677
0.88 0.85 0.000148576
0.88 0.9 0.000169352
0.88 0.95 0.000192215
0.88 1 0.000226444
0.88 1.05 0.00025167
0.88 1.1 0.000319095
0.88 1.15 0.000382329
0.88 1.2 0.000510391
0.88 1.25 0.000636229
0.88 1.3 0.000924166
0.88 1.35 0.00120701
0.88 1.4 0.00151409
0.88 1.45 0.00167019
0.88 1.5 0.00173954
0.88 1.55 0.00189256
0.88 1.6 0.00181537
0.88 1.65 0.00178416
0.88 1.7 0.00190032
0.88 1.75 0.00198338
0.88 1.8 0.0020503
0.88 1.85 0.00202673
0.88 1.9 0.00205844
0.88 1.95 0.00207772
0.88 2 0.00222299
0.88 2.05 0.00215305
0.88 2.1 0.00213274
0.88 2.15 0.00232807
0.88 2.2 0.00232726
0.88 2.25 0.00224125
0.88 2.3 0.00229225
0.88 2.35 0.00229508
0.88 2.4 0.00274369
0.88 2.45 0.00284673
0.88 2.5 0.00296731
0.88 2.55 0.00293357
0.88 2.6 0.00352678
0.88 2.65 0.00385165
0.88 2.7 0.00416386
0.88 2.75 0.00439808
0.88 2.8 0.00455275
0.88 2.85 0.00468284
0.88 2.9 0.00505985
0.88 2.95 0.00560316
0.88 3 0.00501082
0.88 3.05 0.00527059
0.88 3.1 0.00502004
0.88 3.15 0.00556851
0.88 3.2 0.006547
0.88 3.25 0.00588789
0.88 3.3 0.00622948
0.88 3.35 0.00622029
0.88 3.4 0.0070329
0.88 3.45 0.00736648
0.88 3.5 0.00767465
0.88 3.55 0.00740052
0.88 3.6 0.00815341
0.88 3.65 0.00890388
0.88 3.7 0.00978772
0.88 3.75 0.0104873
0.88 3.8 0.0114583
0.88 3.85 0.0122375
0.88 3.9 0.0122605
0.88 3.95 0.00982869
0.88 4 0.00676205
0.88 4.05 0.00428046
0.88 4.1 0.00289531
0.88 4.15 0.00213314
0.88 4.2 0.00164076
0.88 4.25 0.00133404
0.88 4.3 0.00109027
0.88 4.35 0.000926458
0.88 4.4 0.000798521
0.88 4.45 0.000685551
0.88 4.5 0.000606947
0.88 4.55 0.000529284
0.88 4.6 0.000472561
0.88 4.65 0.000431019
0.88 4.7 0.000386568
0.88 4.75 0.000366177
0.88 4.8 0.000323075
0.88 4.85 0.000296503
0.88 4.9 0.000292311
0.88 4.95 0.000272886
0.88 5 0.000251741
0.885 0 5.82323e-05
0.885 0.05 6.08792e-05
0.885 0.1 6.31355e-05
0.885 0.15 6.46382e-05
0.885 0.2 6.64914e-05
0.885 0.25 6.94758e-05
0.885 0.3 7.29309e-05
0.885 0.35 7.76216e-05
0.885 0.4 8.21307e-05
0.885 0.45 8.79037e-05
0.885 0.5 9.15819e-05
0.885 0.55 9.60136e-05
0.885 0.6 0.000105287
0.885 0.65 0.000112576
0.885 0.7 0.000117109
0.885 0.75 0.000124972
0.885 0.8 0.000139875
0.885 0.85 0.000139094
0.885 0.9 0.000159801
0.885 0.95 0.000189178
0.885 1 0.00020032
0.885 1.05 0.000216197
0.885 1.1 0.000294851
0.885 1.15 0.000335118
0.885 1.2 0.000459129
0.885 1.25 0.000524607
0.885 1.3 0.000753029
0.885 1.35 0.00104747
0.885 1.4 0.00137096
0.885 1.45 0.00158576
0.885 1.5 0.00167697
0.885 1.55 0.00186096
0.885 1.6 0.00178411
0.885 1.65 0.00175119
0.885 1.7 0.00188714
0.885 1.75 0.00199308
0.885 1.8 0.00203002
0.885 1.85 0.00202715
0.885 1.9 0.00206602
0.885 1.95 0.00204985
0.885 2 0.00221632
0.885 2.05 0.00214839
0.885 2.1 0.00215225
0.885 2.15 0.00230218
0.885 2.2 0.00232535
0.885 2.25 0.00219762
0.885 2.3 0.00228598
0.885 2.35 0.00232162
0.885 2.4 0.00271264
0.885 2.45 0.00281624
0.885 2.5 0.00303648
0.885 2.55 0.00301032
0.885 2.6 0.00366
0.885 2.65 0.00393434
0.885 2.7 0.00426331
0.885 2.75 0.00445223
0.885 2.8 0.00468767
0.885 2.85 0.0046943
0.885 2.9 0.00509375
0.885 2.95 0.00564152
0.885 3 0.00509258
0.885 3.05 0.0052236
0.885 3.1 0.00494606
0.885 3.15 0.00557247
0.885 3.2 0.00655451
0.885 3.25 0.00576722
0.885 3.3 0.00623746
0.885 3.35 0.00623779
0.885 3.4 0.00703681
0.885 3.45 0.0073726
0.885 3.5 0.0076948
0.885 3.55 0.00740447
0.885 3.6 0.0081211
0.885 3.65 0.00879921
0.885 3.7 0.00966868
0.885 3.75 0.010309
0.885 3.8 0.0112978
0.885 3.85 0.0120302
0.885 3.9 0.0124306
0.885 3.95 0.0101972
0.885 4 0.00708207
0.885 4.05 0.00450678
0.885 4.1 0.00302065
0.885 4.15 0.00220692
0.885 4.2 0.00169652
0.885 4.25 0.0013699
0.885 4.3 0.00112545
0.885 4.35 0.000942709
0.885 4.4 0.000814759
0.885 4.45 0.000700433
0.885 4.5 0.000616442
0.885 4.55 0.000536642
0.885 4.6 0.000479651
0.885 4.65 0.000442652
0.885 4.7 0.00039016
0.885 4.75 0.00036975
0.885 4.8 0.000329191
0.885 4.85 0.000300532
0.885 4.9 0.000285671
0.885 4.95 0.000276603
0.885 5 0.000251482
0.89 0 6.02931e-05
0.89 0.05 6.22812e-05
0.89 0.1 6.34763e-05
0.89 0.15 6.43396e-05
0.89 0.2 6.58175e-05
0.89 0.25 6.85703e-05
0.89 0.3 7.18762e-05
0.89 0.35 7.58035e-05
0.89 0.4 8.03911e-05
0.89 0.45 8.57242e-05
0.89 0.5 9.02861e-05
0.89 0.55 9.46657e-05
0.89 0.6 0.000100243
0.89 0.65 0.000107878
0.89 0.7 0.000114071
0.89 0.75 0.000120373
0.89 0.8 0.0001357
0.89 0.85 0.000135486
0.89 0.9 0.000144818
0.89 0.95 0.000172226
0.89 1 0.000181516
0.89 1.05 0.000187059
0.89 1.1 0.000269313
0.89 1.15 0.000300328
0.89 1.2 0.000413745
0.89 1.25 0.000439437
0.89 1.3 0.000631962
0.89 1.35 0.000870734
0.89 1.4 0.00117507
0.89 1.45 0.00148012
0.89 1.5 0.00157918
0.89 1.55 0.00179232
0.89 1.6 0.00175596
0.89 1.65 0.00172351
0.89 1.7 0.00188159
0.89 1.75 0.00200213
0.89 1.8 0.00202948
0.89 1.85 0.00200502
0.89 1.9 0.00206296
0.89 1.95 0.00199524
0.89 2 0.00219417
0.89 2.05 0.00212487
